view,feature,class_label,model,available_core_dataset_rows,finite_rho_core_dataset_rows,positive_direction_datasets,negative_direction_datasets,same_direction_dataset_count,adopted_direction,missing_core_datasets,nonfinite_rho_core_datasets,complete_core_matrix,directionally_stable_4_of_5,both_confirmation_q_le_alpha,both_confirmation_match_direction,model_meets_portable_subcriterion
full_waveform,f0_iqr_hz,0,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,f0_iqr_hz,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,f0_iqr_hz,0,RawBMamba,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_iqr_hz,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,f0_iqr_hz,1,AASIST,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,f0_iqr_hz,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,f0_iqr_hz,1,RawTFNet,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,f0_iqr_hz,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,f0_iqr_hz,1,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,f0_iqr_hz,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,f0_iqr_hz,1,RawBMamba,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,f0_median_hz,0,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,f0_median_hz,0,AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
full_waveform,f0_median_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,f0_median_hz,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,f0_median_hz,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_median_hz,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,f0_median_hz,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_median_hz,0,RawBMamba,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_median_hz,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,f0_median_hz,1,AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_median_hz,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,f0_median_hz,1,RawTFNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,f0_median_hz,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,f0_median_hz,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,f0_median_hz,1,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,f0_median_hz,1,RawBMamba,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_cv,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_cv,0,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_cv,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_cv,0,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,frame_rms_cv,0,WhisperMFCCMesoNet,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,frame_rms_cv,0,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,frame_rms_cv,0,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_cv,0,RawBMamba,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,frame_rms_cv,1,Spectra-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,frame_rms_cv,1,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,frame_rms_cv,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_cv,1,RawTFNet,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_cv,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_cv,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,frame_rms_cv,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,frame_rms_cv,1,RawBMamba,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,frame_rms_range_db,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_range_db,0,AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,frame_rms_range_db,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,frame_rms_range_db,0,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,frame_rms_range_db,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,frame_rms_range_db,0,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,frame_rms_range_db,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_range_db,0,RawBMamba,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,frame_rms_range_db,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,frame_rms_range_db,1,AASIST,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,frame_rms_range_db,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,frame_rms_range_db,1,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,frame_rms_range_db,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,frame_rms_range_db,1,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,frame_rms_range_db,1,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,frame_rms_range_db,1,RawBMamba,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,group_delay_var,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,group_delay_var,0,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,group_delay_var,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,group_delay_var,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,group_delay_var,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,group_delay_var,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,group_delay_var,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,group_delay_var,0,RawBMamba,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,group_delay_var,1,Spectra-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,group_delay_var,1,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,group_delay_var,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,group_delay_var,1,RawTFNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,group_delay_var,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,group_delay_var,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,group_delay_var,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,group_delay_var,1,RawBMamba,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,hnr_db,0,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,hnr_db,0,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,hnr_db,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,hnr_db,0,RawTFNet,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,hnr_db,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,hnr_db,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,hnr_db,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,hnr_db,0,RawBMamba,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,hnr_db,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,hnr_db,1,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,hnr_db,1,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,hnr_db,1,RawTFNet,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,hnr_db,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,hnr_db,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,hnr_db,1,XLSR-SLS,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,hnr_db,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,inst_freq_dispersion,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,inst_freq_dispersion,0,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,inst_freq_dispersion,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,inst_freq_dispersion,0,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,inst_freq_dispersion,0,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,0,XLSR-SLS,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,0,RawBMamba,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,inst_freq_dispersion,1,AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,inst_freq_dispersion,1,RawTFNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,inst_freq_dispersion,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,inst_freq_dispersion,1,XLSR-SLS,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,inst_freq_dispersion,1,RawBMamba,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,integrated_lufs,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,integrated_lufs,0,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,integrated_lufs,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,integrated_lufs,0,RawTFNet,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,integrated_lufs,0,WhisperMFCCMesoNet,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,integrated_lufs,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,integrated_lufs,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,integrated_lufs,0,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,integrated_lufs,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,integrated_lufs,1,AASIST,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,integrated_lufs,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,integrated_lufs,1,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,integrated_lufs,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,integrated_lufs,1,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,integrated_lufs,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,integrated_lufs,1,RawBMamba,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,jitter_proxy,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,jitter_proxy,0,AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,jitter_proxy,0,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,jitter_proxy,0,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,jitter_proxy,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,jitter_proxy,0,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,jitter_proxy,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,jitter_proxy,0,RawBMamba,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,jitter_proxy,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,jitter_proxy,1,AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,jitter_proxy,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,jitter_proxy,1,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,jitter_proxy,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,jitter_proxy,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,jitter_proxy,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,jitter_proxy,1,RawBMamba,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,low_high_energy_ratio_db,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,low_high_energy_ratio_db,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,0,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,low_high_energy_ratio_db,0,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,0,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,low_high_energy_ratio_db,1,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,1,RawTFNet,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,low_high_energy_ratio_db,1,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,low_high_energy_ratio_db,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,low_high_energy_ratio_db,1,XLSR-SLS,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,low_high_energy_ratio_db,1,RawBMamba,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,modulation_centroid_hz,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,modulation_centroid_hz,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,modulation_centroid_hz,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_centroid_hz,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,0,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_centroid_hz,1,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,modulation_centroid_hz,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,modulation_centroid_hz,1,RawTFNet,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_centroid_hz,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,modulation_centroid_hz,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,False,True,False
full_waveform,modulation_centroid_hz,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_centroid_hz,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,0,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,modulation_entropy,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,modulation_entropy,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_entropy,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,0,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,modulation_entropy,1,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,modulation_entropy,1,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,modulation_entropy,1,RawTFNet,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_entropy,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,modulation_entropy,1,W2V2-AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,modulation_entropy,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,modulation_entropy,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,peak_dbfs,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,peak_dbfs,0,AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,peak_dbfs,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,peak_dbfs,0,RawTFNet,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,peak_dbfs,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,peak_dbfs,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,peak_dbfs,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,peak_dbfs,0,RawBMamba,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,peak_dbfs,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,peak_dbfs,1,AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,peak_dbfs,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,peak_dbfs,1,RawTFNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,peak_dbfs,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,peak_dbfs,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,peak_dbfs,1,XLSR-SLS,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,peak_dbfs,1,RawBMamba,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,rms_dbfs,0,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,rms_dbfs,0,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,rms_dbfs,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,0,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,rms_dbfs,0,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,0,XLSR-SLS,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,0,RawBMamba,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,1,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,rms_dbfs,1,AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,rms_dbfs,1,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,rms_dbfs,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,1,WhisperMFCCMesoNet,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,rms_dbfs,1,W2V2-AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,1,XLSR-SLS,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,rms_dbfs,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,0,Spectra-AASIST,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,shimmer_proxy_db,0,AASIST,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,shimmer_proxy_db,0,Res2TCNGuard,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,shimmer_proxy_db,0,RawTFNet,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,0,WhisperMFCCMesoNet,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,0,W2V2-AASIST,5,5,4,1,4,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,shimmer_proxy_db,0,RawBMamba,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,shimmer_proxy_db,1,Spectra-AASIST,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,shimmer_proxy_db,1,AASIST,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,shimmer_proxy_db,1,RawTFNet,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,False,False
full_waveform,shimmer_proxy_db,1,W2V2-AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,shimmer_proxy_db,1,XLSR-SLS,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,shimmer_proxy_db,1,RawBMamba,5,5,5,0,5,positive,,,True,True,True,True,True
full_waveform,silence_fraction,0,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,silence_fraction,0,AASIST,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,silence_fraction,0,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,silence_fraction,0,RawTFNet,5,5,3,2,3,positive,,,True,False,False,True,False
full_waveform,silence_fraction,0,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,False,True,False
full_waveform,silence_fraction,0,W2V2-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,silence_fraction,0,XLSR-SLS,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,silence_fraction,0,RawBMamba,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,silence_fraction,1,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,False,False,False
full_waveform,silence_fraction,1,AASIST,5,5,3,2,3,positive,,,True,False,False,False,False
full_waveform,silence_fraction,1,Res2TCNGuard,5,5,2,3,3,negative,,,True,False,False,False,False
full_waveform,silence_fraction,1,RawTFNet,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,silence_fraction,1,WhisperMFCCMesoNet,5,5,2,3,3,negative,,,True,False,False,True,False
full_waveform,silence_fraction,1,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,silence_fraction,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,silence_fraction,1,RawBMamba,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,0,Spectra-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,0,AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,spectral_bandwidth_hz,0,RawTFNet,5,5,3,2,3,positive,,,True,False,True,False,False
full_waveform,spectral_bandwidth_hz,0,WhisperMFCCMesoNet,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,0,W2V2-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,spectral_bandwidth_hz,0,XLSR-SLS,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,0,RawBMamba,5,5,1,4,4,negative,,,True,True,False,True,False
full_waveform,spectral_bandwidth_hz,1,Spectra-AASIST,5,5,2,3,3,negative,,,True,False,True,False,False
full_waveform,spectral_bandwidth_hz,1,AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,1,Res2TCNGuard,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,1,RawTFNet,5,5,3,2,3,positive,,,True,False,True,True,False
full_waveform,spectral_bandwidth_hz,1,WhisperMFCCMesoNet,5,5,4,1,4,positive,,,True,True,True,False,False
full_waveform,spectral_bandwidth_hz,1,W2V2-AASIST,5,5,0,5,5,negative,,,True,True,True,True,True
full_waveform,spectral_bandwidth_hz,1,XLSR-SLS,5,5,0,5,5,negative,,,True,True,False,True,False
full_waveform,spectral_bandwidth_hz,1,RawBMamba,5,5,1,4,4,negative,,,True,True,True,False,False
full_waveform,spectral_centroid_hz,0,Spectra-AASIST,5,5,1,4,4,negative,,,True,True,True,True,True
full_waveform,spectral_centroid_hz,0,AASIST,5,5,2,3,3,negative,,,True,False,True,True,False
full_waveform,spectral_centroid_hz,0,Res2TCNGuard,5,5,4,1,4,positive,,,True,True,True,False,False
