model,item_id,seed,family,template,k,expected_count,expected_words,target_unit,n_words,duration_s,count_a,rms,spectral_flatness,trailing_silence_s,loop_ac_peak,n_speech_tokens,hit_cap,count_b,expected_duration_s,duration_ratio,agree,count_final,outcome,correct,transcript
xtts2es,wr_azul_et4_k04,1,word_rep,et4,4,4,11,azul,12,3.808,1,0.13903360068798065,0.04452309384942055,0.19691666666666666,0.4489891231060028,81,False,4,4.045675213675213,0.9412520281233101,False,4,undercount,0,la luz era azul asul asul asul asul antes de la tormenta
xtts2es,wr_azul_et4_k04,2,word_rep,et4,4,4,11,azul,14,5.290666666666667,1,0.14816401898860931,0.037573374807834625,0.18233333333333332,0.3245586156845093,113,False,6,4.045675213675213,1.3077339102217418,False,6,undercount,0,la luz era azul asul aslasul antes de la tormentatontes de la tormenta enta
xtts2es,wr_azul_et4_k06,0,word_rep,et4,6,6,13,azul,15,5.152,7,0.14131978154182434,0.05760927125811577,0.154625,0.24516567587852478,110,False,6,5.110153846153846,1.0081888246628132,True,7,overcount,0,la luz era azul azul azul azul azul azul azul antes de la tormenta enta
xtts2es,wr_azul_et4_k06,1,word_rep,et4,6,6,13,azul,15,5.333333333333333,7,0.13904979825019836,0.05185316875576973,0.15395833333333334,0.26347288489341736,114,False,6,5.110153846153846,1.043673731535003,True,7,overcount,0,la luz era azul azul azul azul azul azul azul antes de la torment venta
xtts2es,wr_azul_et4_k06,2,word_rep,et4,6,6,13,azul,14,6.677333333333333,6,0.14094334840774536,0.047426849603652954,0.13854166666666667,0.25705376267433167,143,False,9,5.110153846153846,1.306679511881824,False,9,correct,1,la luz era azul azul azul azul azul azul ll antes de la tormenta
xtts2es,wr_azul_et4_k08,0,word_rep,et4,8,8,15,azul,16,5.610666666666667,7,0.14443309605121613,0.05481867864727974,0.127125,0.1926054060459137,120,False,7,6.174632478632478,0.9086640680368534,True,7,undercount,0,la luz era azul azul azul azul azul azul azul antes de la tor la tormenta
xtts2es,wr_azul_et4_k08,1,word_rep,et4,8,8,15,azul,16,5.525333333333333,8,0.1399109661579132,0.05167192965745926,0.15895833333333334,0.36366233229637146,118,False,7,6.174632478632478,0.8948440822111977,True,8,correct,1,la luz era azul azul azul azul azul azul azul azul antes de la torme tormenta
xtts2es,wr_azul_et4_k08,2,word_rep,et4,8,8,15,azul,16,7.52,8,0.1379546821117401,0.06567173451185226,0.159625,0.19732753932476044,161,False,11,6.174632478632478,1.2178862508858965,False,11,correct,1,la luz era azul azul azul azul azul azul l azul azul antes de la tormenta
xtts2es,wr_azul_et4_k12,0,word_rep,et4,12,12,19,azul,24,10.634666666666666,13,0.1445886194705963,0.06543932110071182,0.17825,0.16261719167232513,228,False,16,8.303589743589743,1.2807312252964427,False,16,overcount,0,la luz era azul azul azul azul azul azul azul azul azul azul azul azul azul antes de la tormentacontes delat e la tormenta
xtts2es,wr_azul_et4_k12,1,word_rep,et4,12,12,19,azul,19,7.8933333333333335,12,0.1382143795490265,0.0610981285572052,0.15954166666666666,0.2905489504337311,169,False,11,8.303589743589743,0.9505928853754941,True,12,correct,1,la luz era azul azul azul azul azul azul azul azul azul azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k12,2,word_rep,et4,12,12,19,azul,19,9.610666666666667,10,0.14304488897323608,0.06277244538068771,0.15654166666666666,0.3494667112827301,206,False,14,8.303589743589743,1.157411067193676,False,14,undercount,0,la luz era azul azul azul azul azul azul ul azul  aul azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k16,0,word_rep,et4,16,16,23,azul,16,7.104,12,0.14729368686676025,0.06798525899648666,0.17570833333333333,0.17889167368412018,152,False,10,10.432547008547008,0.680945889261745,True,12,truncation,0,la luz era azul azul azul azul azul azul azul azul zul azul azul azul azul
xtts2es,wr_azul_et4_k16,1,word_rep,et4,16,16,23,azul,28,11.84,18,0.13582518696784973,0.06191393733024597,0.19191666666666668,0.3057803511619568,254,False,19,10.432547008547008,1.1349098154362416,True,18,overcount,0,la luz era azul azul azul azul azul azul azul azul azul azul azul azul azul azul azul azul azul azul antes de la tor la tormenta es
xtts2es,wr_azul_et4_k16,2,word_rep,et4,16,16,23,azul,25,13.141333333333334,17,0.1414857655763626,0.0644802674651146,0.17283333333333334,0.2745668590068817,282,False,21,10.432547008547008,1.2596476510067116,False,21,overcount,0,la luz era azul azul azul azul azul azul ul azul azul  azul  azul  azul  azul azul azul azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k24,0,word_rep,et4,24,24,31,azul,33,17.226666666666667,22,0.13762816786766052,0.057391129434108734,0.17104166666666668,0.16070641577243805,370,False,29,14.69046153846154,1.172642984807864,False,29,undercount,0,la luz era azul azul azul azul azul azu azul azul azul azul azul azul azul azul azul azulal zul azul azul azul azul azul azul azul azululsulazul azul antes de la tormentacomp
xtts2es,wr_azul_et4_k24,1,word_rep,et4,24,24,31,azul,37,16.992,25,0.13151460886001587,0.06784911453723907,0.13983333333333334,0.3004501461982727,365,False,28,14.69046153846154,1.1566689008042896,True,25,overcount,0,la luz era azul azul azul aul azul azul azul azon azul azul azul azul azul azul azul azul azul azul l azul azul azul azul azul azul azul azul azul antes de la tormen rmenta un
xtts2es,wr_azul_et4_k24,2,word_rep,et4,24,24,31,azul,36,16.992,25,0.13436564803123474,0.0630982518196106,0.168375,0.24018225073814392,365,False,28,14.69046153846154,1.1566689008042896,True,25,overcount,0,la luz era azul azul azul azul azul azul azul ul azul azul azul azul azul azul azul azul a l azul azul azul azul azul azul azul azul azul azl azul antes de la tormenta
xtts2es,wr_azul_et4_k32,0,word_rep,et4,32,32,39,azul,35,27.018666666666668,21,0.12552538514137268,0.05695359408855438,4.1666666666666665e-05,0.12652304768562317,581,False,47,18.94837606837607,1.4259093533487297,False,47,undercount,0,la luz era azul azul azul aul azul l azul azul azul azul azul azul azul azul azul azul azula azul azul azul azul azulazul aso ul a zul azul azul azullas l azul azulazul
xtts2es,wr_azul_et4_k32,1,word_rep,et4,32,32,39,azul,43,24.608,31,0.13680967688560486,0.05988465994596481,0.14733333333333334,0.20553404092788696,529,False,43,18.94837606837607,1.2986864896073902,False,43,undercount,0,la luz era azul azul azul azul azul azul azula ul azul azul azul azul azul azul azul l azul azul azul azul azul azul azu azul azul azul azul azul azul azul azul a azul azul azul azul antes de la tormenta
xtts2es,wr_azul_et4_k32,2,word_rep,et4,32,32,39,azul,41,17.173333333333332,29,0.1287180781364441,0.0674678310751915,0.14995833333333333,0.17949648201465607,369,False,29,18.94837606837607,0.9063221709006927,True,29,undercount,0,la luz era azul azul azul azul azul azul azul azul azul azul azul azul azul azul azul asul azul azul azul zul azul azul azul azul azul azul azul azul azul azul azul ula sula sola sola sola sola zula
xtts2es,wr_lejos_et3_k01,0,word_rep,et3,1,1,9,lejos,9,2.506666666666667,1,0.15141567587852478,0.026026520878076553,0.17670833333333333,0.16210050880908966,53,False,0,3.3422222222222224,0.75,True,1,correct,1,el camino lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k01,1,word_rep,et3,1,1,9,lejos,19,5.568,1,0.1347220093011856,0.02832977846264839,0.16283333333333333,0.16137979924678802,119,False,16,3.3422222222222224,1.6659574468085103,False,16,loop,0,el camino lejos en el bosque antes de volver un par de ansu asomid do almo golsekarakrov a conticia
xtts2es,wr_lejos_et3_k01,2,word_rep,et3,1,1,9,lejos,9,2.8266666666666667,1,0.14587630331516266,0.023406093940138817,0.18408333333333332,0.16455411911010742,60,False,0,3.3422222222222224,0.8457446808510638,True,1,correct,1,el camino lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k02,0,word_rep,et3,2,2,10,lejos,10,2.8266666666666667,2,0.14904506504535675,0.026148010045289993,0.16495833333333335,0.16078492999076843,60,False,0,3.488,0.8103975535168195,False,2,correct,1,el camino lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k02,1,word_rep,et3,2,2,10,lejos,10,2.9226666666666667,2,0.1432952880859375,0.028453394770622253,0.153375,0.22200988233089447,62,False,0,3.488,0.8379204892966361,False,2,correct,1,el camino lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k02,2,word_rep,et3,2,2,10,lejos,10,2.965333333333333,2,0.14203451573848724,0.021663185209035873,0.16791666666666666,0.15434542298316956,63,False,0,3.488,0.8501529051987767,False,2,correct,1,el caminó lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k03,0,word_rep,et3,3,3,11,lejos,14,4.8213333333333335,3,0.1474112570285797,0.03919162228703499,0.1665,0.19473659992218018,103,False,11,3.6337777777777776,1.3268101761252447,False,11,correct,1,el camino lejos lejos lejos en el bosque antes de volver  antes de volver
xtts2es,wr_lejos_et3_k03,1,word_rep,et3,3,3,11,lejos,11,3.3386666666666667,3,0.13887561857700348,0.032247044146060944,0.167375,0.12898777425289154,71,False,1,3.6337777777777776,0.9187866927592956,False,3,correct,1,el camino lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k03,2,word_rep,et3,3,3,11,lejos,11,3.616,3,0.14408841729164124,0.02453877590596676,0.16629166666666667,0.21070200204849243,77,False,3,3.6337777777777776,0.9951076320939336,True,3,correct,1,el camino lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k04,0,word_rep,et3,4,4,12,lejos,14,5.056,5,0.13736899197101593,0.04935195669531822,0.141625,0.17489582300186157,108,False,13,3.779555555555555,1.3377234242709315,False,13,overcount,0,el camino lejos lejos lejos lejos lejos en el bosque antes de volver ver
xtts2es,wr_lejos_et3_k04,1,word_rep,et3,4,4,12,lejos,12,4.128,4,0.1384880393743515,0.034905269742012024,0.178625,0.13789354264736176,88,False,6,3.779555555555555,1.092191909689558,False,6,correct,1,el camino lejos lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k04,2,word_rep,et3,4,4,12,lejos,13,5.706666666666667,4,0.13050450384616852,0.049020301550626755,1.2146666666666666,0.2031354457139969,122,False,17,3.779555555555555,1.5098777046095957,False,17,miscount,0,el camino lejos lejos lejos lejos en el bosque antes de volver oeto
xtts2es,wr_lejos_et3_k06,0,word_rep,et3,6,6,14,lejos,17,6.261333333333333,7,0.131434366106987,0.05215195566415787,0.154375,0.25025972723960876,134,False,21,4.07111111111111,1.5379912663755462,False,21,overcount,0,el camino lejos lejos lejos lejos lejos  lejos lejos m os en el bosque antes de volver
xtts2es,wr_lejos_et3_k06,1,word_rep,et3,6,6,14,lejos,14,5.525333333333333,6,0.13983730971813202,0.04547283798456192,0.18025,0.31226232647895813,118,False,16,4.07111111111111,1.3572052401746728,False,16,correct,1,el camino lejos lejos lejos lejos lejos lejos en el bosque antes iase volver
xtts2es,wr_lejos_et3_k06,2,word_rep,et3,6,6,14,lejos,15,5.888,6,0.139707550406456,0.0435771606862545,0.15891666666666668,0.22999444603919983,126,False,18,4.07111111111111,1.4462882096069873,False,18,correct,1,el camino lejos lejos lejos lejos lejos lejos en el bosque a antes de volver
xtts2es,wr_lejos_et3_k08,0,word_rep,et3,8,8,16,lejos,17,6.496,8,0.1437031477689743,0.04336962848901749,0.16929166666666667,0.20822030305862427,139,False,23,4.362666666666666,1.4889975550122254,False,23,miscount,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos s en el bosque antes de volver
xtts2es,wr_lejos_et3_k08,1,word_rep,et3,8,8,16,lejos,18,6.677333333333333,9,0.14036105573177338,0.04455024003982544,0.148375,0.1708870679140091,143,False,24,4.362666666666666,1.5305623471882643,False,24,overcount,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos ejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k08,2,word_rep,et3,8,8,16,lejos,19,7.050666666666666,9,0.13929063081741333,0.04726596549153328,0.182625,0.16853739321231842,151,False,26,4.362666666666666,1.6161369193154036,False,26,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos l os lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k12,0,word_rep,et3,12,12,20,lejos,21,8.256,13,0.12961362302303314,0.053369179368019104,0.12991666666666668,0.17420676350593567,177,False,35,4.945777777777776,1.669302659956866,False,35,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos  lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k12,1,word_rep,et3,12,12,20,lejos,24,10.122666666666667,14,0.1338251382112503,0.05171733722090721,0.17641666666666667,0.19447223842144012,217,False,48,4.945777777777776,2.046728971962618,False,48,loop,0,el camino lejos lejos lejos lejos lejos lejos lejo lejos lejos lejos lejos lejos lejos lejos lejos en el bosque antes de volver ver
xtts2es,wr_lejos_et3_k12,2,word_rep,et3,12,12,20,lejos,21,8.906666666666666,12,0.1440543681383133,0.048320915549993515,0.15325,0.24559098482131958,191,False,39,4.945777777777776,1.8008626887131565,False,39,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos lejoslejo lejos lejos lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k16,0,word_rep,et3,16,16,24,lejos,27,12.576,17,0.13074800372123718,0.06677936762571335,0.16716666666666666,0.1574188619852066,270,False,64,5.528888888888886,2.274598070739551,False,64,loop,0,el camino lejos-lejos lejos lejos lejos lejos lejos jos lejos lejos  lejos lejos lejos lejos  lejos lejo lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k16,1,word_rep,et3,16,16,24,lejos,29,12.672,16,0.12808294594287872,0.053063634783029556,0.15558333333333332,0.18823456764221191,272,False,65,5.528888888888886,2.291961414790998,False,65,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejs lejos en el bos bosque antes de volver antes de volver
xtts2es,wr_lejos_et3_k16,2,word_rep,et3,16,16,24,lejos,29,17.962666666666667,16,0.1325518786907196,0.05916358903050423,0.10541666666666667,0.15016861259937286,386,False,101,5.528888888888886,3.248874598070741,False,101,loop,0,el camino lejos lejos  lejos lejos lejos lejos  lejos  lejos  lejos lejos  lejos lejo lejos lejos lejos lejos  lejos l hej bosque antes ntes de volver antes de volver
xtts2es,wr_lejos_et3_k24,0,word_rep,et3,24,24,32,lejos,35,18.709333333333333,26,0.12429551035165787,0.05633523315191269,0.151875,0.24073120951652527,402,False,106,6.695111111111107,2.7944768985661197,False,106,loop,0,el camino lejos lejos lejos leos lejos lejos lejos lejos lejos  lejos lejos lejos  lejos  lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos lejos jos lejos  lejos lejos le volver antes de volver
xtts2es,wr_lejos_et3_k24,1,word_rep,et3,24,24,32,lejos,37,21.909333333333333,26,0.11740776896476746,0.06851477921009064,0.16054166666666667,0.17234523594379425,471,False,128,6.695111111111107,3.2724375995751482,False,128,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos os lejos lejos lejos lejos lejos  lejos lejos lejos lejos os lejos lejos  lejos  lejos lejos  lejos  lejos lejos lejos  lejos en el bosque que antes de volver
xtts2es,wr_lejos_et3_k24,2,word_rep,et3,24,24,32,lejos,41,21.269333333333332,29,0.12294215708971024,0.06134751811623573,0.118875,0.15078137814998627,457,False,124,6.695111111111107,3.176845459373342,False,124,loop,0,el camino lejos lejos lejos  lejos  lejos lejos  lejos s lejos lejos lejos lejos lejos lejos lejoslejos lejos ejos lejos lejos  lejos lejos lejos  lejos lejos lejo lejos lejos lejos  lejos lejos lejos lejos lejos en el bosque antes de volver
xtts2es,wr_lejos_et3_k32,0,word_rep,et3,32,32,40,lejos,46,24.78933333333333,35,0.11137828975915909,0.06502889096736908,0.144125,0.1714324653148651,533,False,148,7.861333333333327,3.153324287652648,False,148,loop,0,el camino lejos lejos lejos lejos  lejos  lejos lejos lejo s lejos lejos lejos  lejos  lejos  lejos  lejos lejos jos lejos lejos lejos lejos lejos lejos lejos lejos lejos  lejos  lejos lejos lejos  lejos lejos lejos lejos lejos lejos lejos  en el bosque antes de volver
xtts2es,wr_lejos_et3_k32,1,word_rep,et3,32,32,40,lejos,38,25.216,21,0.10659405589103699,0.0724281445145607,0.14654166666666665,0.20899374783039093,542,False,151,7.861333333333327,3.207598371777479,False,151,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos ejos lejos  lejos  lejos  lejos  legos  lejos lejos jos legos legos legos legos legos legos lejos lejos lejos jos lejos lejos lejos lejos lejos leo antes de volver lver
xtts2es,wr_lejos_et3_k32,2,word_rep,et3,32,32,40,lejos,49,20.896,33,0.11302399635314941,0.05350630730390549,0.11733333333333333,0.18114073574543,449,False,121,7.861333333333327,2.6580732700135705,False,121,loop,0,el camino lejos lejos lejos lejos lejos lejos lejos lejos jos lejos lejos lejos lejos lejos lejos  lejos lejos lejos lejos lejos ejos lejos lejos lejos lejos lejos lejos lejos lejoslejos jos lejos lejos legos legos lejos lejos lejos lejos lejos en el boce lbos que antes de volver
xtts2es,wr_muy_et1_k01,0,word_rep,et1,1,1,10,muy,11,3.0613333333333332,1,0.13605335354804993,0.016941944137215614,0.147125,0.22008904814720154,65,False,1,2.888444444444443,1.059855362363441,True,1,correct,1,el perro era muy grande y corría por el campo
xtts2es,wr_muy_et1_k01,1,word_rep,et1,1,1,10,muy,11,2.688,1,0.13144618272781372,0.007922467775642872,0.178875,0.20913110673427582,57,False,1,2.888444444444443,0.9306047084166801,True,1,correct,1,el perro era muy grande y corría por el campo
xtts2es,wr_muy_et1_k01,2,word_rep,et1,1,1,10,muy,11,3.008,1,0.1299600899219513,0.007938406430184841,0.18358333333333332,0.2342233508825302,64,False,1,2.888444444444443,1.0413909832281896,True,1,correct,1,el perro era muy grande y corría por el campo
xtts2es,wr_muy_et1_k02,0,word_rep,et1,2,2,11,muy,12,2.9226666666666667,2,0.14613622426986694,0.006151610519737005,0.18233333333333332,0.2314407229423523,62,False,1,3.41422222222222,0.8560270762822187,True,2,correct,1,el perro era muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k02,1,word_rep,et1,2,2,11,muy,12,3.2426666666666666,2,0.13601993024349213,0.019026661291718483,0.13854166666666667,0.06693143397569656,69,False,2,3.41422222222222,0.9497526685758924,True,2,correct,1,el perro era muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k02,2,word_rep,et1,2,2,11,muy,12,3.8933333333333335,2,0.14557090401649475,0.0140294898301363,0.141375,0.3740021586418152,83,False,3,3.41422222222222,1.1403280395730286,True,2,correct,1,el perro era muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k03,0,word_rep,et1,3,3,12,muy,13,3.2426666666666666,1,0.13627207279205322,0.004964066669344902,0.13716666666666666,0.30982258915901184,69,False,2,3.9399999999999973,0.8230118443316419,True,1,undercount,0,el perro era my uy muy grande y corría por el campo
xtts2es,wr_muy_et1_k03,1,word_rep,et1,3,3,12,muy,13,3.104,2,0.14341643452644348,0.004868580028414726,0.16191666666666665,0.2302631437778473,66,False,1,3.9399999999999973,0.7878172588832493,True,2,undercount,0,el perro era muy my muy grande y corría por el campo
xtts2es,wr_muy_et1_k03,2,word_rep,et1,3,3,12,muy,13,4.032,3,0.14500992000102997,0.011433041654527187,0.181625,0.21064656972885132,86,False,3,3.9399999999999973,1.0233502538071073,True,3,correct,1,el perro era muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k04,0,word_rep,et1,4,4,13,muy,13,3.2426666666666666,2,0.13502612709999084,0.004778675734996796,0.136375,0.2275412529706955,69,False,2,4.465777777777774,0.7261146496815293,True,2,undercount,0,el perro era my muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k04,1,word_rep,et1,4,4,13,muy,13,3.3813333333333335,3,0.14429698884487152,0.011236976832151413,0.16954166666666667,0.16771849989891052,72,False,2,4.465777777777774,0.7571656050955421,True,3,undercount,0,el perro era muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k04,2,word_rep,et1,4,4,13,muy,13,4.266666666666667,3,0.1350311040878296,0.01660880818963051,0.13791666666666666,0.14275792241096497,91,False,4,4.465777777777774,0.9554140127388543,True,3,undercount,0,el perro era muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k06,0,word_rep,et1,6,6,15,muy,19,10.858666666666666,5,0.09494666010141373,0.03785225376486778,0.16729166666666667,0.46468794345855713,233,False,16,5.517333333333329,1.9681005316578073,False,16,loop,0,el perro era muy muy muy muy muy grande y corría por el campo aeede es qe fela
xtts2es,wr_muy_et1_k06,1,word_rep,et1,6,6,15,muy,15,3.616,4,0.13616524636745453,0.004518663045018911,0.14804166666666665,0.15320320427417755,77,False,2,5.517333333333329,0.6553890768487197,False,4,truncation,0,el perro era muy muy muy mu muy grande y corría por el campo
xtts2es,wr_muy_et1_k06,2,word_rep,et1,6,6,15,muy,14,4.597333333333333,4,0.1368032842874527,0.01365199126303196,0.17329166666666668,0.2002839744091034,98,False,4,5.517333333333329,0.8332527791203487,True,4,undercount,0,el perro era muy muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k08,0,word_rep,et1,8,8,17,muy,17,4.64,7,0.1450594812631607,0.013187420554459095,0.19320833333333334,0.21250320971012115,99,False,4,6.568888888888883,0.7063599458728017,False,7,undercount,0,el perro era muy muy muy muy muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k08,1,word_rep,et1,8,8,17,muy,15,4.405333333333333,3,0.13866712152957916,0.015084133483469486,0.203125,0.2038387805223465,94,False,4,6.568888888888883,0.6706359945872807,True,3,truncation,0,el perro era muy muy muyy  uy muy grande y corría por el campo
xtts2es,wr_muy_et1_k08,2,word_rep,et1,8,8,17,muy,19,5.1946666666666665,6,0.13231392204761505,0.021172810345888138,0.122625,0.19977280497550964,111,False,5,6.568888888888883,0.7907983761840331,True,6,undercount,0,el perro era muy mu muy muy muy muy muy grande y corría por el cam el camp
xtts2es,wr_muy_et1_k12,0,word_rep,et1,12,12,21,muy,21,5.984,11,0.15381260216236115,0.015862910076975822,0.1765,0.24862976372241974,128,False,7,8.671999999999992,0.6900369003690043,False,11,truncation,0,el perro era muy muy muy muy muy muy muy muy muy muy muy grandey corro corría por el campo
xtts2es,wr_muy_et1_k12,1,word_rep,et1,12,12,21,muy,21,5.888,10,0.1504676342010498,0.022758325561881065,0.14370833333333333,0.1939489096403122,126,False,7,8.671999999999992,0.6789667896678974,False,10,truncation,0,el perro era muy muy muy  muy muy muy muy muy muy muy grande y corrí corría por el campo
xtts2es,wr_muy_et1_k12,2,word_rep,et1,12,12,21,muy,21,6.218666666666667,10,0.13668909668922424,0.014879461377859116,0.16566666666666666,0.11401291191577911,133,False,7,8.671999999999992,0.7170971709717104,False,10,undercount,0,el perro era muy m muy muy muy muy muy muy muy muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k16,0,word_rep,et1,16,16,25,muy,25,6.357333333333333,11,0.14480513334274292,0.014432566240429878,0.14608333333333334,0.22939711809158325,136,False,8,10.7751111111111,0.5900016498927576,False,11,truncation,0,el perro era muy muy muy muy muy muy muy muy muy uy uy y muy muy grande nde y corría por el campo
xtts2es,wr_muy_et1_k16,1,word_rep,et1,16,16,25,muy,24,7.381333333333333,9,0.14216873049736023,0.02031533233821392,0.15120833333333333,0.20924535393714905,158,False,10,10.7751111111111,0.6850354726942756,True,9,truncation,0,el perro era muy muy muy  m muy muy muy muy mu muymuy muym my muy muy grande y corría por el campo
xtts2es,wr_muy_et1_k16,2,word_rep,et1,16,16,25,muy,25,8.032,13,0.14193101227283478,0.019042225554585457,0.136625,0.1811550259590149,172,False,11,10.7751111111111,0.7454215475994068,True,13,undercount,0,el perro era muy mu muy mu muy muy muy muy muy muy muymu muy muy muy muy muy grande corría por el campo
xtts2es,wr_muy_et1_k24,0,word_rep,et1,24,24,33,muy,18,5.152,12,0.15715906023979187,0.012727868743240833,0.19345833333333334,0.23077476024627686,110,False,5,14.981333333333318,0.3438946244215027,False,12,truncation,0,el perro era muy muy muy muy mu muy muy muy muy mu  muy muy muy my muy
xtts2es,wr_muy_et1_k24,1,word_rep,et1,24,24,33,muy,34,12.853333333333333,15,0.13097204267978668,0.03040476329624653,0.15170833333333333,0.21900781989097595,276,False,20,14.981333333333318,0.8579565681737282,False,20,undercount,0,el perro era muy muy muy  uy muy muy muy mu muy muy muy muy uy muy muy mmy y u mu muy muy muy grande y corría por el campo ampos ep
xtts2es,wr_muy_et1_k24,2,word_rep,et1,24,24,33,muy,35,14.485333333333333,16,0.1389486938714981,0.026765065267682076,0.10308333333333333,0.16611315310001373,311,False,23,14.981333333333318,0.9668921324314713,False,23,undercount,0,el perro era muy muy muy muy muy muy muymuy mui y muy muy muy muy muy muy muy mu mu muy muy mu my mu muy grande y corría por el campogas aguas
xtts2es,wr_muy_et1_k32,0,word_rep,et1,32,32,41,muy,41,27.445333333333334,15,0.12605632841587067,0.01690138876438141,0.08604166666666667,0.6474422812461853,590,False,48,19.187555555555534,1.4303715371073862,False,48,undercount,0,el perro era muy muy muy muy  ymuymuimuy muy uy muy muy muy muy muy muy mu uy muy muy muy si petena lleo  la  arma uh ea a enaver nonue muy bueno aas era de estoestaenataroamalos juegos es shep eapico
xtts2es,wr_muy_et1_k32,1,word_rep,et1,32,32,41,muy,43,13.738666666666667,25,0.14321142435073853,0.014814306050539017,0.19441666666666665,0.136863574385643,295,False,22,19.187555555555534,0.7160196423607902,True,25,undercount,0,el perro era muy muy muy muy  muy muy muy muy muy muymuy m uy muy muy muy muy muy moy muy uy muy muy moy moy moy muy muy muy muy muy muy mu u muy muy a recorrida por el campo
xtts2es,wr_muy_et1_k32,2,word_rep,et1,32,32,41,muy,27,22.56,17,0.1099027618765831,0.038043782114982605,0.154875,0.41484931111335754,485,False,38,19.187555555555534,1.1757620680070429,False,38,undercount,0,el perro era muy muy muy muy muy muy muy muy muy muy muy muy muy muy muy oy me muy brueve latacedo de cere muy mol
xtts2es,wr_no_et2_k01,0,word_rep,et2,1,1,9,no,9,2.506666666666667,1,0.14581704139709473,0.03641824051737785,0.18020833333333333,0.2518627345561981,53,False,1,2.7591111111111104,0.9085051546391756,True,1,correct,1,ella dijo no a la oferta y luego salió
xtts2es,wr_no_et2_k01,1,word_rep,et2,1,1,9,no,9,3.0613333333333332,1,0.14166304469108582,0.0550914891064167,0.16170833333333334,0.35387834906578064,65,False,1,2.7591111111111104,1.109536082474227,True,1,correct,1,ella dijo no a la oferta y luego salió
xtts2es,wr_no_et2_k01,2,word_rep,et2,1,1,9,no,9,2.784,1,0.14472290873527527,0.037451308220624924,0.14266666666666666,0.0987938940525055,59,False,1,2.7591111111111104,1.0090206185567012,True,1,correct,1,ella dijo no a la oferta y luego salió
xtts2es,wr_no_et2_k02,0,word_rep,et2,2,2,10,no,10,3.808,2,0.14397840201854706,0.04119551181793213,0.16345833333333334,0.36019185185432434,81,False,3,3.406222222222221,1.1179540709812112,True,2,correct,1,ella dijo no no a la oferta y luego salió
xtts2es,wr_no_et2_k02,1,word_rep,et2,2,2,10,no,10,3.1573333333333333,2,0.14386534690856934,0.033567897975444794,0.15683333333333332,0.30475157499313354,67,False,2,3.406222222222221,0.9269311064718165,True,2,correct,1,ella dijo no no a la oferta y luego salió
xtts2es,wr_no_et2_k02,2,word_rep,et2,2,2,10,no,10,3.104,2,0.14364473521709442,0.034067656844854355,0.17433333333333334,0.1340591013431549,66,False,2,3.406222222222221,0.9112734864300629,True,2,correct,1,ella dijo no no a la oferta y luego salió
xtts2es,wr_no_et2_k03,0,word_rep,et2,3,3,11,no,10,3.477333333333333,2,0.15364283323287964,0.03465661406517029,0.19345833333333334,0.14821521937847137,74,False,2,4.053333333333332,0.8578947368421055,True,2,undercount,0,ella dijo no  no en la oferta y luego salió
xtts2es,wr_no_et2_k03,1,word_rep,et2,3,3,11,no,11,3.52,2,0.14701098203659058,0.03134453296661377,0.13658333333333333,0.3173045217990875,75,False,2,4.053333333333332,0.8684210526315792,True,2,undercount,0,ella dijo no  noa no a la oferta y luego salió
